Filial;Produto;Descricao;NCM;Disponivel;Preco;Marca;Cód.Fabricante
2-SP;46179;BIELETA DA BARRA ESTABILIZADORA M8 165                                ;87088000;> 20.00   ;11,36;JAHU PLACA PRETA              ;
2-SP;46186;CALÇO MOLA DA SUSPENSÃO TRAS. SUP.                                    ;40169990;> 20.00   ;5,52;JAHU PLACA PRETA              ;
2-SP;46360;FLEXÍVEL PRESSÃO D.H.                                                 ;59090000;3;134,25;JAHU PLACA PRETA              ;
2-SP;46391;GRADE RADIADOR (S/EMBLEMA)                                            ;87082992;2;39,97;JAHU PLACA PRETA              ;
2-SP;46476;VALVULA TERMOSTATICA (CARCACA) (ALUM. P/01 SENSOR 10MM)               ;84133090;2;98,29;JAHU PLACA PRETA              ;
2-SP;46612;MANGUEIRA DO RADIADOR SUP. (ORIG.)                                    ;40093100;8;10,59;JAHU PLACA PRETA              ;
2-SP;46681;BUCHA DA BANDEJA TRAS. INF.                                           ;40169990;> 20.00   ;16,44;JAHU PLACA PRETA              ;
2-SP;46797;MANGUEIRA DO RADIADOR SUP. ORIG.                                      ;40093100;0;17,82;JAHU PLACA PRETA              ;
2-SP;46803;MANGUEIRA DO RADIADOR SUP. (ORIG.)                                    ;40093100;0;13,73;JAHU PLACA PRETA              ;
2-SP;46841;MANGUEIRA DO RADIADOR (C/AR CONDICIONADO) ORIG.                       ;40093100;> 10.00   ;17,49;JAHU PLACA PRETA              ;
2-SP;46858;BATENTE DO AMORTECEDOR DIANT.                                         ;87088000;4;4,15;JAHU PLACA PRETA              ;
2-SP;46872;POLIA VIRABREQUIM                                                     ;84835010;0;369,62;JAHU PLACA PRETA              ;
2-SP;46971;PONTEIRA PARA-CHOQUE DIANT. ESQ. (PTO)                                ;87081000;7;17,31;JAHU PLACA PRETA              ;
2-SP;46988;PONTEIRA PARA-CHOQUE DIANT. DIR. (PTO)                                ;87081000;6;17,3;JAHU PLACA PRETA              ;
2-SP;46995;PONTEIRA PARA-CHOQUE TRAS. ESQ. (PTO)                                 ;87081000;1;35,11;JAHU PLACA PRETA              ;
2-SP;47008;PONTEIRA PARA-CHOQUE TRAS. DIR. (PTO)                                 ;87081000;6;35,11;JAHU PLACA PRETA              ;
2-SP;47084;GRAMPO FRISO LATERAL INF.                                             ;87089990;10;2,24;JAHU PLACA PRETA              ;
2-SP;47091;JUNTA ANEL DO MOTOR O RING                                            ;40169300;> 100.00  ;1,27;JAHU PLACA PRETA              ;
2-SP;47169;MANGUEIRA DO FILTRO DE AR (BORR.)                                     ;40091100;> 10.00   ;68,38;JAHU PLACA PRETA              ;
2-SP;47244;COXIM DO MOTOR TRAS. DIR.                                             ;87089990;> 10.00   ;50,36;JAHU PLACA PRETA              ;
2-SP;47275;COXIM DO MOTOR TRAS. ESQ.                                             ;87089990;> 10.00   ;63,51;JAHU PLACA PRETA              ;
2-SP;47312;BUCHA DA BARRA ESTABILIZADORA DIANT. (18MM)                           ;40169990;10;2,19;JAHU PLACA PRETA              ;
2-SP;47350;BUCHA DA BANDEJA TRAS. (INF.) (ORIG.)                                 ;40169990;2;57,15;JAHU PLACA PRETA              ;
2-SP;47749;CALOTA DA RODA (CENTRO) (LIGA LEVE)                                   ;87082999;2;6,15;JAHU PLACA PRETA              ;
2-SP;47824;KIT BARRA ESTABILIZADORA DIANT.(18MM)                                 ;87088000;1;8,11;JAHU PLACA PRETA              ;
2-SP;47855;KIT BARRA ESTABILIZADORA DIANT.(14MM)                                 ;87088000;> 10.00   ;7,26;JAHU PLACA PRETA              ;
2-SP;47916;MANGUEIRA DO AQUECEDOR (ORIG.)                                        ;40093100;5;13,74;JAHU PLACA PRETA              ;
2-SP;47947;ACABAMENTO DIANT. CENTRAL                                             ;87082919;0;42,3;JAHU PLACA PRETA              ;
2-SP;47954;ACABAMENTO DIANT. LATERAL ESQ. (SPOILER)                              ;87082919;1;39,08;JAHU PLACA PRETA              ;
2-SP;47961;ACABAMENTO DIANT. LATERAL DIR. (SPOILER)                              ;87082919;2;25,44;JAHU PLACA PRETA              ;
2-SP;48210;FLEXÍVEL PRESSÃO D.H.                                                 ;59090000;3;156,93;JAHU PLACA PRETA              ;
2-SP;48227;FLEXÍVEL PRESSÃO D.H.                                                 ;59090000;4;208,96;JAHU PLACA PRETA              ;
2-SP;48241;FLEXÍVEL PRESSÃO D.H.                                                 ;87089990;0;137,73;JAHU PLACA PRETA              ;
2-SP;48258;KIT AMORTECEDOR DIANT. (BATENTE BOR./GUARDA-PÓ BOR./ROLAMENTO)        ;87088000;5;32,88;JAHU PLACA PRETA              ;
2-SP;48265;KIT AMORTECEDOR DIANT. (BATENTE/GUARDA-PÓ BOR.)                       ;87088000;0;15,08;JAHU PLACA PRETA              ;
2-SP;48272;KIT AMORTECEDOR DIANT. (BATENTE PU./GUARDA-PÓ/ROLAMENTO)              ;87088000;2;27;JAHU PLACA PRETA              ;
2-SP;48289;KIT AMORTECEDOR DIANT. (BATENTE/GUARDA-PÓ BOR.)                       ;87089990;3;11,64;JAHU PLACA PRETA              ;
2-SP;48302;KIT CALÇO MOLA TRAS. BATENTE / CALÇO                                  ;87088000;6;20,16;JAHU PLACA PRETA              ;
2-SP;48487;FLEXÍVEL RETORNO RESERVATÓRIO DH                                      ;87089990;1;61,99;JAHU PLACA PRETA              ;
2-SP;48876;RESERVATÓRIO EXPANSÃO RADIADOR (C/ACD)                                ;87089100;8;62,26;JAHU PLACA PRETA              ;
2-SP;49149;COXIM MOTOR DIANT. (C/TA)                                             ;87089990;1;86,28;JAHU PLACA PRETA              ;
2-SP;49200;VARETA DO NÍVEL DE ÓLEO                                               ;90261029;0;9,81;JAHU PLACA PRETA              ;
2-SP;49217;VARETA DO NÍVEL DE ÓLEO                                               ;90261029;0;10,21;JAHU PLACA PRETA              ;
2-SP;49255;CILINDRO DO PORTA-MALAS (C/CHAVE) (CROMADO)                           ;83023000;4;38,54;JAHU PLACA PRETA              ;
2-SP;49262;CILINDRO DO PORTA-MALAS (C/CHAVE) (PTO)                               ;83023000;4;42,15;JAHU PLACA PRETA              ;
2-SP;49347;SPOILER (SAIA DIANT. S/FURO)                                          ;87082999;4;81,46;JAHU PLACA PRETA              ;
2-SP;49521;MANGUEIRA DO FILTRO DE AR (SP)                                        ;87089990;3;41,08;JAHU PLACA PRETA              ;
2-SP;49552;CALOTA DA RODA CENTRAL - C/EMBLEMA                                    ;87082999;8;6,66;JAHU PLACA PRETA              ;
2-SP;49590;"EMBLEMA ""MONZA"" (CROMADO)                                             ";39263000;4;2,94;JAHU PLACA PRETA              ;
2-SP;49798;TRINCO QUEBRA VENTO ESQ.                                              ;87082999;0;39,08;JAHU PLACA PRETA              ;
2-SP;50497;CALÇO MOLA DA SUSPENSÃO TRAS. INF.                                    ;40169990;16;4,34;JAHU PLACA PRETA              ;
2-SP;51289;KIT BARRA ESTABILIZADORA DIANT.(14MM)                                 ;87089990;3;5,48;JAHU PLACA PRETA              ;
2-SP;51371;MANGUEIRA DO RADIADOR SUP. (ORIG.)                                    ;40093100;7;12,02;JAHU PLACA PRETA              ;
2-SP;52361;MANGUEIRA DO RADIADOR INF. (ORIG.)                                    ;40093100;0;198,23;JAHU PLACA PRETA              ;
2-SP;53290;"EMBLEMA ""MONZA SL"" (FINO)                                             ";87082999;0;13,06;JAHU PLACA PRETA              ;
2-SP;60144;FLEXÍVEL FREIO DIANT./TRAS. (450MM)                                   ;59090000;3;23,16;JAHU PLACA PRETA              ;
2-SP;60564;GUARNIÇÃO VIGIA                                                       ;40169300;0;68,46;JAHU PLACA PRETA              ;
2-SP;60687;GUARNIÇÃO DA PORTA DIANT.                                             ;40082900;0;69,76;JAHU PLACA PRETA              ;
2-SP;60984;MANIVELA VIDRO PORTA                                                  ;87082999;14;18,27;JAHU PLACA PRETA              ;
2-SP;61059;MAÇANETA INT. PORTA                                                   ;87082999;0;24,05;JAHU PLACA PRETA              ;
2-SP;61066;MAÇANETA INT. PORTA (PRETA)                                           ;87082999;0;32,37;JAHU PLACA PRETA              ;
2-SP;61097;MOLDURA MACAN/MANIVELA VIDRO (CROMADO)                                ;87082999;> 10.00   ;19,75;JAHU PLACA PRETA              ;
2-SP;61448;BATENTE DA PORTA                                                      ;87082999;> 10.00   ;5,3;JAHU PLACA PRETA              ;
2-SP;61462;FECHADURA PORTA DIANT. DIR.                                           ;87082999;3;84,66;JAHU PLACA PRETA              ;
2-SP;61509;MAÇANETA EXT. PORTA DIANT. C/CHAVE (PRETO)                            ;87082999;8;64,8;JAHU PLACA PRETA              ;
2-SP;61646;PESTANA PORTA (BORRACHA)                                              ;40082900;0;18,5;JAHU PLACA PRETA              ;
2-SP;61653;GUARNIÇÃO DO PARA-BRISA (C/ MACARRÃO)                                 ;40169300;5;76,55;JAHU PLACA PRETA              ;
2-SP;61974;FECHADURA PORTA TRAS.                                                 ;87082999;9;39,1;JAHU PLACA PRETA              ;
2-SP;63329;TRINCO QUEBRA VENTO DIR.                                              ;87082999;0;33,15;JAHU PLACA PRETA              ;
2-SP;64173;MANIVELA VIDRO PORTA (CROMADA)                                        ;87082999;7;53,5;JAHU PLACA PRETA              ;
2-SP;80258;KIT ALAVANCA CÂMBIO (C/PINO)                                          ;87089990;3;15,41;JAHU PLACA PRETA              ;
2-SP;80586;FECHADURA PORTA MALAS (MEC.)                                          ;87082999;4;85,84;JAHU PLACA PRETA              ;
2-SP;80630;FECHADURA PORTA DIANT. ESQ.                                           ;83012000;0;82,45;JAHU PLACA PRETA              ;
2-SP;80647;FECHADURA PORTA DIANT. DIR.                                           ;83012000;0;82,45;JAHU PLACA PRETA              ;
2-SP;82085;KIT BARRA ESTABILIZADORA DIANT. (18MM) (ORIG.)                        ;87088000;0;33,87;JAHU PLACA PRETA              ;
2-SP;82108;KIT BARRA ESTABILIZADORA DIANT. (22MM) (ORIG.)                        ;87088000;0;17,15;JAHU PLACA PRETA              ;
2-SP;82887;KIT ESCAPAMENTO (FERRO)(43MM)                                         ;87089200;2;13,1;JAHU PLACA PRETA              ;
2-SP;82924;REPARO CABO EMBREAGEM                                                 ;87089300;1;9,53;JAHU PLACA PRETA              ;
2-SP;83365;MACANETA EXT. PORTA MALAS C/CHAVE                                     ;83023000;0;138,46;JAHU PLACA PRETA              ;
2-SP;86861;KIT CATRACA EMBREAGEM (CPTO)                                          ;87089990;> 10.00   ;18,05;JAHU PLACA PRETA              ;
2-SP;86885;KIT TRAMBULADOR S/PINO                                                ;87089990;4;10,64;JAHU PLACA PRETA              ;
2-SP;86953;KIT ALAVANCA CÂMBIO (CPTO)                                            ;87089990;3;100,86;JAHU PLACA PRETA              ;
2-SP;90035;BATENTE DO BRAÇO SUSPENSÃO DIANT.                                     ;40169990;8;11,51;JAHU PLACA PRETA              ;
2-SP;90066;COXIM MOTOR TRAS. (CPTO)                                              ;40169990;8;63,35;JAHU PLACA PRETA              ;
2-SP;90097;COXIM MOTOR DIANT. (CPTO)                                             ;40169990;0;55,67;JAHU PLACA PRETA              ;
2-SP;90479;MANGUEIRA DO RADIADOR SUP. (ORIGINAL)                                 ;40091100;0;30,3;JAHU PLACA PRETA              ;
2-SP;90608;GUARNIÇÃO DA PORTA (ALTA 3 BICOS) (19X20MM) (MTS)                     ;40081900;50;5,32;JAHU PLACA PRETA              ;
2-SP;90622;GUARNIÇÃO DA PORTA                                                    ;40082900;156;7,72;JAHU PLACA PRETA              ;
2-SP;90677;GUARNIÇÃO DA PORTA 4000 MM (ESPONJA)                                  ;40082900;> 10.00   ;63,26;JAHU PLACA PRETA              ;
2-SP;90752;GUARNIÇÃO DO PARA-BRISA (LX) (FRISO INOX)                             ;40169300;0;194,5;JAHU PLACA PRETA              ;
2-SP;91537;MANGUEIRA DO RADIADOR SUP. (ORIG.)                                    ;40093100;0;36,74;JAHU PLACA PRETA              ;
2-SP;91957;MAÇANETA INT. PORTA DIANT. DIR.                                       ;87082999;5;18,8;JAHU PLACA PRETA              ;
2-SP;91988;MAÇANETA INT. PORTA DIANT. ESQ.                                       ;87082999;> 10.00   ;18,82;JAHU PLACA PRETA              ;
2-SP;91995;CAPA DO PEDAL DO FREIO/EMBREAGEM                                      ;40169990;0;9,15;JAHU PLACA PRETA              ;
2-SP;92091;KIT COXIM DA CABINE                                                   ;40169990;10;262,88;JAHU PLACA PRETA              ;
2-SP;92114;KIT COXIM DA CABINE                                                   ;87088000;> 10.00   ;117,16;JAHU PLACA PRETA              ;
2-SP;92633;TAMPA DO RADIADOR                                                     ;87089990;> 10.00   ;10,73;JAHU PLACA PRETA              ;
2-SP;92848;MANGUEIRA DO FILTRO DE AR                                             ;40091100;> 10.00   ;36,63;JAHU PLACA PRETA              ;
2-SP;93500;MANGUEIRA DO RADIADOR SUP. (ORIG.)                                    ;40091100;9;22,84;JAHU PLACA PRETA              ;
2-SP;93616;BATENTE DA SUSPENSÃO DIANT. ORIG.                                     ;40169990;> 10.00   ;15,22;JAHU PLACA PRETA              ;
2-SP;93951;FECHADURA DA PORTA DIANT. DIR.                                        ;87082999;5;165,49;JAHU PLACA PRETA              ;
2-SP;93968;FECHADURA DA PORTA DIANT. ESQ.                                        ;83012000;9;193,08;JAHU PLACA PRETA              ;
2-SP;94569;FLEXÍVEL FREIO DIANT. (480MM)                                         ;59090000;6;24,48;JAHU PLACA PRETA              ;
2-SP;94828;MANGUEIRA DO RADIADOR SUP. (ORIG.)                                    ;40093100;0;137,64;JAHU PLACA PRETA              ;
2-SP;95078;FECHO DO CAPÔ SUP.                                                    ;87082999;5;201,83;JAHU PLACA PRETA              ;
2-SP;95856;VEDAÇÃO MANGUEIRA FILTRO AR                                           ;40169300;0;13,64;JAHU PLACA PRETA              ;
2-SP;96341;CILINDRO DA PORTA (DIR.) (C/CHAVE) PRETO                              ;87082993;9;35,12;JAHU PLACA PRETA              ;
2-SP;96358;CILINDRO DA PORTA (ESQ.) (C/CHAVE) PRETO                              ;87082993;> 10.00   ;32,05;JAHU PLACA PRETA              ;
2-SP;96471;CILINDRO DA PORTA (DIR.) (C/CHAVE) CROMADO                            ;87082999;0;33,11;JAHU PLACA PRETA              ;
2-SP;96488;CILINDRO DA PORTA (ESQ.) (C/CHAVE) CROMADO                            ;87082999;1;33,21;JAHU PLACA PRETA              ;
2-SP;98451;TUBO REFRIGERAÇÃO MOTOR                                               ;87089990;3;196,1;JAHU PLACA PRETA              ;
2-SP;98758;MANIVELA VIDRO PORTA (PRETA)                                          ;87082999;0;8,85;JAHU PLACA PRETA              ;
2-SP;100079;EIXO DA BANDEJA DIANT. S/BUCHA                                        ;87088000;> 10.00   ;22,06;JAHU PLACA PRETA              ;
2-SP;100093;EIXO BANDEJA INF. C/BUCHA (CPTO)                                      ;87088000;0;38,33;JAHU PLACA PRETA              ;
2-SP;100109;EIXO BANDEJA INF. C/BUCHA (CPTO)                                      ;87088000;0;41,82;JAHU PLACA PRETA              ;
2-SP;100147;BUCHA DA CAIXA DE DIREÇÃO MUNHÃO                                      ;87088000;> 20.00   ;11,11;JAHU PLACA PRETA              ;
2-SP;100154;BUCHA DA BANDEJA DIANT. SUP.                                          ;40169990;0;9,8;JAHU PLACA PRETA              ;
2-SP;100161;BUCHA DA BANDEJA DIANT. INF.                                          ;40169990;5;7,22;JAHU PLACA PRETA              ;
2-SP;100178;BUCHA CREMALHEIRA CAIXA DIREÇÃO                                       ;40169990;2;13,82;JAHU PLACA PRETA              ;
2-SP;100192;BUCHA DO BRAÇO TENSOR DIANT.                                          ;40169990;> 100.00  ;4,66;JAHU PLACA PRETA              ;
2-SP;100208;ARRUELA BUCHA TENSOR                                                  ;87089990;> 100.00  ;1,05;JAHU PLACA PRETA              ;
2-SP;100246;BUCHA DA BARRA ESTABILIZADORA DIANT.                                  ;40169990;0;5,22;JAHU PLACA PRETA              ;
2-SP;100291;MANGUEIRA PARA MOLA ASPIRAL CRISTAL                                   ;39173229;300;4,97;JAHU PLACA PRETA              ;
2-SP;100376;COXIM DO MOTOR                                                        ;40169990;> 20.00   ;36,11;JAHU PLACA PRETA              ;
2-SP;100420;GUARDA-PÓ DA ALAVANCA DO CÂMBIO                                       ;40169300;5;35,21;JAHU PLACA PRETA              ;
2-SP;100437;GUARDA-PÓ ALAVANCA CÂMBIO (INF.)                                      ;40169300;2;33,94;JAHU PLACA PRETA              ;
